지점,지점명,일시,평균기온(°C),최저기온(°C),일강수량(mm),최대 풍속(m/s),일 최심신적설(cm),체감온도(°C)
202,양평,2015-03-09,3.5,-4.2,,6.9,,1.698212452
202,양평,2015-03-10,-2.4,-6.2,,6.6,,-5.036170913
202,양평,2015-03-11,0.3,-7.3,,8.1,,-2.417101871
202,양평,2015-03-12,1.6,-5.9,,5.9,,-0.147015844
202,양평,2015-03-13,5.1,-0.6,2,4.9,,4.235319136
202,양평,2015-03-14,3.9,-3.5,,4.3,,3.137962636
202,양평,2015-03-15,4.7,-3.3,,3.1,,4.648098742
202,양평,2015-03-16,7.6,-2.1,,2.6,,8.106395959
202,양평,2015-03-17,9.2,1.3,,1.6,,10.51249328
202,양평,2015-03-18,8.9,5.4,4.5,4.9,,8.539953641
202,양평,2015-03-19,12.4,3.6,,3.5,,12.94091415
202,양평,2015-03-20,12.4,4.7,,3.7,,12.8704885
202,양평,2015-03-21,10.8,2.4,,4.4,,10.84832124
202,양평,2015-03-22,8.5,1.5,,6.5,,7.609740679
202,양평,2015-03-23,5.6,-0.8,,6.3,,4.317622182
202,양평,2015-03-24,5.1,-3.5,,4.4,,4.441128441
202,양평,2015-03-25,6.2,-3.3,,3.9,,5.89352617
202,양평,2015-03-26,8.1,-2.1,,4.2,,7.890018216
202,양평,2015-03-27,8.6,-0.5,,4.6,,8.303354252
202,양평,2015-03-28,9.6,-1.5,,4.1,,9.607150153
202,양평,2015-03-29,11.8,6.3,,3.8,,12.16901735
202,양평,2015-03-30,13.1,3.6,,3.9,,13.58331464
202,양평,2015-03-31,11.8,7.4,0.5,2.6,,12.65708234
202,양평,2015-04-01,12.5,9.7,5,6,,12.34563549
202,양평,2015-04-02,14.2,7.2,21.5,6.7,,14.1638387
202,양평,2015-04-03,11.8,9.4,15.5,5,,11.79713285
202,양평,2015-04-04,13.3,8.8,0.1,5.4,,13.40109302
202,양평,2015-04-05,9.8,8.4,1,3.1,,10.24118298
202,양평,2015-04-06,11.3,7.9,,3.8,,11.61280857
202,양평,2015-04-07,8.3,6.6,,3.4,,8.451993801
202,양평,2015-04-08,8.8,5,,2.9,,9.244744811
202,양평,2015-04-09,9.4,3.5,,3.5,,9.622913151
202,양평,2015-04-10,11.4,1.8,,3.8,,11.72405033
202,양평,2015-04-11,12.8,3,,4.4,,13.09645906
202,양평,2015-04-12,13.5,5.5,,4.6,,13.82886897
202,양평,2015-04-13,11.7,7.5,5.5,6.6,,11.28815486
202,양평,2015-04-14,6.7,6.1,15.5,2.8,,7.010147771
202,양평,2015-04-15,10.8,4.9,5.5,3.5,,11.17131362
202,양평,2015-04-16,9.1,5.2,6.5,7,,8.178698857
202,양평,2015-04-17,9.7,1.9,,5.3,,9.323606989
202,양평,2015-04-18,13.3,1.5,,2.7,,14.23930282
202,양평,2015-04-19,13.3,11.6,9.5,4.2,,13.71579701
202,양평,2015-04-20,11.5,6.6,8,4.6,,11.57355684
202,양평,2015-04-21,12,3,,4.5,,12.16701522
202,양평,2015-04-22,13.4,5.5,,3.9,,13.91765327
202,양평,2015-04-23,13.6,4.4,,4.7,,13.91533194
202,양평,2015-04-24,16,8.3,,5,,16.56183951
202,양평,2015-04-25,15.2,5.1,,4.7,,15.72237313
202,양평,2015-04-26,16.9,5.7,,4.5,,17.68382344
202,양평,2015-04-27,18.4,10.1,,4.1,,19.44926762
202,양평,2015-04-28,18.9,8.6,,3,,20.24530736
202,양평,2015-04-29,16.5,14.9,2.5,3.4,,17.50281284
202,양평,2015-04-30,20,12.6,,3.8,,21.29084134
202,양평,2015-05-01,21.1,13.3,,3.3,,22.59751104
202,양평,2015-05-02,20.8,14.5,1,2.7,,22.38651489
202,양평,2015-05-03,18.3,17.3,3,2.4,,19.76081115
202,양평,2015-05-04,17.2,11.1,,7.3,,17.55573856
202,양평,2015-05-05,13.4,4.8,,5.3,,13.53886385
202,양평,2015-05-06,14.2,5.8,,3.2,,15.03155766
202,양평,2015-05-07,16.5,7.9,,5.1,,17.10924616
202,양평,2015-05-08,16.4,7.4,,3.9,,17.26103956
202,양평,2015-05-09,19.2,13.9,,3.7,,20.42071426
202,양평,2015-05-10,19.3,13.7,,3.4,,20.59333641
202,양평,2015-05-11,17.8,11.5,17,7.3,,18.25562225
202,양평,2015-05-12,14.8,11.2,12,6.9,,14.82407982
202,양평,2015-05-13,18.3,10.3,,7.1,,18.86393603
202,양평,2015-05-14,20.8,11.1,,4.4,,22.08901035
202,양평,2015-05-15,20.5,16.1,,3.9,,21.83033416
202,양평,2015-05-16,18.3,10.5,,4.7,,19.22351543
202,양평,2015-05-17,17.1,8.3,,3.1,,18.24697022
202,양평,2015-05-18,17.2,10.8,,4.1,,18.10716069
202,양평,2015-05-19,16.3,12.3,1,4.1,,17.1005805
202,양평,2015-05-20,16.3,10.9,,4.5,,17.00829591
202,양평,2015-05-21,18.2,8.9,,5.7,,18.9437928
202,양평,2015-05-22,19.7,11.2,,4.6,,20.82033657
202,양평,2015-05-23,20.2,10.5,,3.7,,21.53104158
202,양평,2015-05-24,20.6,10.5,,3.4,,22.02822236
202,양평,2015-05-25,20.7,11.1,,3.6,,22.10325972
202,양평,2015-05-26,21.1,11.8,,4,,22.48385228
202,양평,2015-05-27,22.4,10.8,,3.1,,24.05939109
202,양평,2015-05-28,23.4,14.2,,3.5,,25.1069178
202,양평,2015-05-29,23.4,15.4,,3.6,,25.09537021
202,양평,2015-05-30,20,17.1,0.1,3.3,,21.38590458
202,양평,2015-05-31,20.9,14.5,,2.5,,22.53937598
202,양평,2015-06-01,21.4,12.9,,3.4,,22.91122909
202,양평,2015-06-02,23.3,16.6,,4.4,,24.89918263
202,양평,2015-06-03,23.3,18.1,,5.6,,24.79289501
202,양평,2015-06-04,22.4,12.6,,4.8,,23.843303
202,양평,2015-06-05,17.3,13.9,1,3.6,,18.33541689
202,양평,2015-06-06,19.6,12.2,,3.1,,20.98867817
202,양평,2015-06-07,22.7,15.4,,3.7,,24.30685987
202,양평,2015-06-08,21.8,16.6,,3.1,,23.40138118
202,양평,2015-06-09,23,16.7,,3.9,,24.61648941
202,양평,2015-06-10,24.9,15.9,,3.5,,26.76591829
202,양평,2015-06-11,24,18.2,0.1,5.6,,25.593583
202,양평,2015-06-12,24.6,20.6,0.2,4.5,,26.35309351
202,양평,2015-06-13,24,19.2,0.5,3.8,,25.74051159
202,양평,2015-06-14,23,17.5,20.5,5.4,,24.46694431
202,양평,2015-06-15,24.7,18.1,,3.7,,26.5275145
202,양평,2015-06-16,23.8,20,7.5,5.6,,25.364815
202,양평,2015-06-17,23.7,18.7,4.5,5.1,,25.2890351
202,양평,2015-06-18,24.1,19.5,0,4.1,,25.82427553
202,양평,2015-06-19,24.2,19.1,,3.2,,26.02258923
202,양평,2015-06-20,19.4,17.1,29,4,,20.58586507
202,양평,2015-06-21,22.6,15.5,,2.5,,24.3764073
202,양평,2015-06-22,24.4,17.7,,3.9,,26.17673634
202,양평,2015-06-23,25.1,19.2,,3.8,,26.9641709
202,양평,2015-06-24,24.8,20,0.2,4,,26.61476561
202,양평,2015-06-25,23.6,20.5,1.5,3.1,,25.37541091
202,양평,2015-06-26,21.8,18.7,19,4.4,,23.21307926
202,양평,2015-06-27,24.1,20.5,,4.4,,25.79843776
202,양평,2015-06-28,25.2,18.2,,4,,27.06135084
202,양평,2015-06-29,25.5,19.5,,3.5,,27.42951849
202,양평,2015-06-30,24.1,20.5,0.1,5,,25.75091664
202,양평,2015-07-01,23.9,20.5,0.1,6.1,,25.44482871
202,양평,2015-07-02,23.8,18.6,,4.4,,25.46121708
202,양평,2015-07-03,22.3,17.2,,4.5,,23.76357128
202,양평,2015-07-04,22.6,14.7,,3.2,,24.26402418
202,양평,2015-07-05,23.5,18.3,,5.2,,25.05353087
202,양평,2015-07-06,24.7,17.9,,3,,26.59164836
202,양평,2015-07-07,22.7,19.8,0,4.2,,24.24701253
202,양평,2015-07-08,22.8,19.1,0.5,4.3,,24.3479905
202,양평,2015-07-09,25.4,21.7,,3.9,,27.29119844
202,양평,2015-07-10,27,21,,2.2,,29.14665404
202,양평,2015-07-11,29,22.6,,4.3,,31.30577741
202,양평,2015-07-12,25.2,23.7,23.5,6,,26.9460377
202,양평,2015-07-13,24,22.3,11.5,5.7,,25.58665644
202,양평,2015-07-14,26.1,22.4,,3.7,,28.08197275
202,양평,2015-07-15,26.5,21,,4.5,,28.49226405
202,양평,2015-07-16,23.8,20.2,,6,,25.33654455
202,양평,2015-07-17,23,17.7,,5.3,,24.47574652
202,양평,2015-07-18,24.1,20.8,0,2.4,,26.01099421
202,양평,2015-07-19,24.4,21.3,7,2.3,,26.3475152
202,양평,2015-07-20,26.2,22.4,7.5,4.2,,28.1682098
202,양평,2015-07-21,26.3,23.9,1.5,2.5,,28.37465194
202,양평,2015-07-22,28,24.7,0.5,3.1,,30.20081692
202,양평,2015-07-23,26.9,25,25.5,3.8,,28.96652251
202,양평,2015-07-24,24.8,24.3,43,3.3,,26.67291458
202,양평,2015-07-25,25.4,23.3,69.5,3.3,,27.33379083
202,양평,2015-07-26,27.7,24.1,10.5,2.8,,29.87930288
202,양평,2015-07-27,26.3,24.4,,1.9,,28.42151242
202,양평,2015-07-28,27.7,24.1,,3.2,,29.86945027
202,양평,2015-07-29,25.7,24.4,12,3.6,,27.64420507
202,양평,2015-07-30,29,24.8,,3.7,,31.30192197
202,양평,2015-07-31,28.7,25.5,,3.3,,30.96861021
202,양평,2015-08-01,28.2,24.1,,3.5,,30.41571939
202,양평,2015-08-02,26,23.5,9,3.3,,27.99466708
202,양평,2015-08-03,27.8,24.7,,3.9,,29.96590747
202,양평,2015-08-04,27.6,22.6,,4.3,,29.73466424
202,양평,2015-08-05,28.5,25.4,,4.1,,30.74533426
202,양평,2015-08-06,29.3,24.5,,2.4,,31.6146066
202,양평,2015-08-07,29.1,24.5,,3.1,,31.40716842
202,양평,2015-08-08,26,23.4,13.5,7.7,,27.80819906
202,양평,2015-08-09,27.2,23.1,,2.4,,29.35160929
202,양평,2015-08-10,26.7,23.9,,3,,28.78004181
202,양평,2015-08-11,25.9,22,,3,,27.90468443
202,양평,2015-08-12,27.1,21.8,,3.5,,29.19911902
202,양평,2015-08-13,24.8,22,19,5.3,,26.52641202
202,양평,2015-08-14,26,21.8,,3,,28.0141041
202,양평,2015-08-15,26.5,21.2,,3.2,,28.55052649
202,양평,2015-08-16,25.2,20.9,27.5,8.2,,26.85195485
202,양평,2015-08-17,25.2,20,,3.2,,27.12169238
202,양평,2015-08-18,26.5,21.3,,3.5,,28.53551882
202,양평,2015-08-19,25.4,22.1,,2.6,,27.39263824
202,양평,2015-08-20,24.1,22.6,1,4.7,,25.77403975
202,양평,2015-08-21,24.8,22.1,1,3.5,,26.65531826
202,양평,2015-08-22,23.6,20.5,0.3,3.1,,25.37541091
202,양평,2015-08-23,24.7,20.5,,3.1,,26.58176241
202,양평,2015-08-24,25.5,20.6,,4.2,,27.38397034
202,양평,2015-08-25,22.9,20,6,6.7,,24.24753379
202,양평,2015-08-26,22.5,19.9,,3.9,,24.05925836
202,양평,2015-08-27,23.8,17.7,,3.5,,25.54931793
202,양평,2015-08-28,20.9,15.3,3,3.6,,22.32489754
202,양평,2015-08-29,22.6,18.5,,2.9,,24.30937186
202,양평,2015-08-30,23.3,17.2,,2.2,,25.18280047
202,양평,2015-08-31,24.5,18.5,,4.3,,26.25577078
202,양평,2015-09-01,24.7,21.3,,3.7,,26.5275145
202,양평,2015-09-02,22.1,19.6,30.5,4.2,,23.57480728
202,양평,2015-09-03,22.8,19.3,0.5,3.5,,24.4433176
202,양평,2015-09-04,23.9,19.3,,2.4,,25.79547065
202,양평,2015-09-05,22,20.6,0.4,4.4,,23.43789304
202,양평,2015-09-06,21.5,17.6,,4.5,,22.8628679
202,양평,2015-09-07,21.1,14.2,,3.4,,22.58010157
202,양평,2015-09-08,20.1,12.6,,3.3,,21.49605062
202,양평,2015-09-09,20.5,11.8,,4.6,,21.72246142
202,양평,2015-09-10,21,13.7,,3.2,,22.50545913
202,양평,2015-09-11,20,16.4,4,3.9,,21.27310311
202,양평,2015-09-12,18.2,15.5,0.5,2.4,,19.65304938
202,양평,2015-09-13,18.1,12,,3.7,,19.19935421
202,양평,2015-09-14,19.4,11.9,,2.4,,20.9461907
202,양평,2015-09-15,20.2,13.7,,4,,21.47903552
202,양평,2015-09-16,19.2,11.7,,3.3,,20.50473624
202,양평,2015-09-17,19.9,14.5,,4.7,,21.03055662
202,양평,2015-09-18,19.8,12.5,,2.7,,21.30021995
202,양평,2015-09-19,20.3,14.1,,3.2,,21.73608692
202,양평,2015-09-20,19.8,13.7,,2.5,,21.35070865
202,양평,2015-09-21,20,14.3,,2.5,,21.56682998
202,양평,2015-09-22,20.3,13.8,,2.8,,21.82064822
202,양평,2015-09-23,18.7,14.4,,2.2,,20.2547663
202,양평,2015-09-24,20.8,14.6,,3.3,,22.26707291
202,양평,2015-09-25,20.5,15.2,,2.2,,22.18312749
202,양평,2015-09-26,19.1,14.4,,3,,20.46414671
202,양평,2015-09-27,18.7,12,,2.8,,20.0782364
202,양평,2015-09-28,18.9,10.5,,2.6,,20.34990932
202,양평,2015-09-29,20.4,12.6,,4.1,,21.6861125
202,양평,2015-09-30,19.7,16.4,,4,,20.92080399
202,양평,2015-10-01,16,12.1,22.4,7,,16.20219818
202,양평,2015-10-02,14.8,5.3,,6.4,,14.91373653
202,양평,2015-10-03,18.2,13.9,,5,,19.05763823
202,양평,2015-10-04,14.8,8.7,,3.5,,15.59531494
202,양평,2015-10-05,15.2,7.9,,2.5,,16.37991802
202,양평,2015-10-06,15.6,8.7,,3,,16.63445817
202,양평,2015-10-07,17.2,9.7,,2.2,,18.64779864
202,양평,2015-10-08,18,12.3,,2.9,,19.28782951
202,양평,2015-10-09,15.2,8.2,,4.9,,15.67658453
202,양평,2015-10-10,10.9,6.1,10,4.1,,11.06109932
202,양평,2015-10-11,9.4,5.8,1.9,3.7,,9.539506554
202,양평,2015-10-12,11.5,6.9,0.1,4.9,,11.48522988
202,양평,2015-10-13,12.5,3.4,,4.1,,12.85057523
202,양평,2015-10-14,14.3,9.4,,2.3,,15.49483929
202,양평,2015-10-15,14.7,8.9,,2.2,,15.9695192
202,양평,2015-10-16,15.6,9.3,,2.8,,16.70231351
202,양평,2015-10-17,15.4,9.9,,2.1,,16.76372072
202,양평,2015-10-18,14.7,9,,2.3,,15.92464824
202,양평,2015-10-19,15.3,10.2,,3.4,,16.17830274
202,양평,2015-10-20,16.3,10.7,,2.2,,17.68361804
202,양평,2015-10-21,16.1,11.2,,3.1,,17.15028703
202,양평,2015-10-22,16.1,11.5,,2.8,,17.2468172
202,양평,2015-10-23,15.6,12.1,,1.6,,17.22588079
202,양평,2015-10-24,15.5,10,6,3.8,,16.28496232
202,양평,2015-10-25,13.3,7.6,,2.3,,14.42031692
202,양평,2015-10-26,13.2,7,0.1,3.6,,13.79184171
202,양평,2015-10-27,12.7,6.6,12.5,5.1,,12.79213533
202,양평,2015-10-28,9.6,2.2,,5,,9.301334123
202,양평,2015-10-29,7.9,0.4,3.5,5.1,,7.338942697
202,양평,2015-10-30,5.5,-0.2,,4.3,,4.93352055
202,양평,2015-10-31,4.4,-2.6,,3.4,,4.147335965
202,양평,2015-11-01,4.9,-2.2,,3.3,,4.753852281
202,양평,2015-11-02,9.2,4,,4.1,,9.159781177
202,양평,2015-11-03,8.2,3,,2.5,,8.815671395
202,양평,2015-11-04,8.3,2.9,,2,,9.251831347
202,양평,2015-11-05,10.5,4.6,,2.5,,11.30106671
202,양평,2015-11-06,12.1,5.2,3.5,5.2,,12.08394428
202,양평,2015-11-07,12.1,10.2,19.5,4,,12.43568472
202,양평,2015-11-08,12.2,10.7,13,3.7,,12.64842304
202,양평,2015-11-09,11.7,10.2,3.5,3.3,,12.24378312
202,양평,2015-11-10,10.8,7.4,,2.4,,11.67867789
202,양평,2015-11-11,10.5,6.7,,2.7,,11.19767698
202,양평,2015-11-12,11.1,5.4,,3.2,,11.62433788
202,양평,2015-11-13,10.5,8.4,21.5,3.8,,10.72287452
202,양평,2015-11-14,12.5,10.8,13.5,1.3,,14.2000308
202,양평,2015-11-15,13.7,9.5,0.1,3.1,,14.51824739
202,양평,2015-11-16,10.8,7.5,16.5,2.1,,11.85103037
202,양평,2015-11-17,14.1,11.6,0.1,2.9,,15.03043491
202,양평,2015-11-18,11.5,9.2,3.5,4.3,,11.66686273
202,양평,2015-11-19,9.2,6.9,0.3,3.5,,9.401713085
202,양평,2015-11-20,9.8,7.2,,2.9,,10.33638445
202,양평,2015-11-21,8.9,4,,2.3,,9.692418506
202,양평,2015-11-22,10.5,4.9,5,3.4,,10.88026232
202,양평,2015-11-23,9,7.7,11,2.5,,9.680156723
202,양평,2015-11-24,7.7,4.7,0.1,3.5,,7.742712588
202,양평,2015-11-25,3.4,2.6,13,3.9,,2.773032297
202,양평,2015-11-26,-1.1,-2.9,,5.7,,-3.160908632
202,양평,2015-11-27,-2,-5.9,,4.5,,-3.595293993
202,양평,2015-11-28,0,-3.2,,1.9,,0.520275741
202,양평,2015-11-29,2,0.1,2.5,2.1,,2.452840117
202,양평,2015-11-30,3.9,-1.4,0.1,3,,3.832356501
202,양평,2015-12-01,1.5,-3.2,,2.6,,1.497065739
202,양평,2015-12-02,4.6,0.1,12,5.9,,3.29764308
202,양평,2015-12-03,0.1,-2.1,8.5,7.6,,-2.491621113
202,양평,2015-12-04,-0.1,-3.3,,5,,-1.702869352
202,양평,2015-12-05,3.1,-0.3,,4.2,,2.288307835
202,양평,2015-12-06,0.9,-2.5,,1.8,,1.580191802
202,양평,2015-12-07,0.6,-5.1,,1.4,,1.745071857
202,양평,2015-12-08,1.1,-2.8,,1.8,,1.791611586
202,양평,2015-12-09,1.7,-4,,3,,1.425123709
202,양평,2015-12-10,5.6,1.7,0.5,1.9,,6.461223475
202,양평,2015-12-11,7.5,1.4,,4.8,,6.98969672
202,양평,2015-12-12,2.4,-2.9,,2.8,,2.327416011
202,양평,2015-12-13,3.3,-1.3,,1.8,,4.117229206
202,양평,2015-12-14,3.8,-0.6,3.5,1.6,,4.848072568
202,양평,2015-12-15,5.8,3.1,0.1,5.7,,4.741808458
202,양평,2015-12-16,0.7,-3.7,,5.8,,-1.140165484
202,양평,2015-12-17,-4.1,-7.3,,4.9,,-6.18642756
202,양평,2015-12-18,-4.8,-10.1,,1.3,,-3.705446371
202,양평,2015-12-19,-2.4,-7.2,,2.2,,-2.349912166
202,양평,2015-12-20,-1.4,-6.5,,1.5,,-0.474480019
202,양평,2015-12-21,0.9,-0.4,3.5,1.7,,1.690338361
202,양평,2015-12-22,2.5,-1.5,,2.1,,2.9868282
202,양평,2015-12-23,3.8,1.9,0.5,1.8,,4.645778665
202,양평,2015-12-24,1.8,-1.2,,2.9,,1.603267324
202,양평,2015-12-25,-0.3,-3.3,,3.9,,-1.350477463
202,양평,2015-12-26,1.4,-1.7,,3.8,,0.599874726
202,양평,2015-12-27,-3.3,-6,,4.3,,-4.942047978
202,양평,2015-12-28,-5.5,-9.4,,4.2,,-7.346634021
202,양평,2015-12-29,-6.2,-12.1,,2.3,,-6.532869244
202,양평,2015-12-30,-1.7,-8.9,1.1,3.2,,-2.44418252
202,양평,2015-12-31,0.9,-3.4,,3.4,,0.284181498
202,양평,2016-01-01,-1.1,-5.5,,2.5,,-1.233970545
202,양평,2016-01-02,3.3,0,,2.9,,3.240726786
202,양평,2016-01-03,3.3,-0.6,,2.1,,3.841209132
202,양평,2016-01-04,3.7,-1.9,,4.4,,2.867431965
202,양평,2016-01-05,-1.3,-4.1,,4.1,,-2.58365444
202,양평,2016-01-06,-2.9,-7.8,,2,,-2.670617376
202,양평,2016-01-07,-2.8,-7.5,,4.1,,-4.261288099
202,양평,2016-01-08,-4.3,-10.3,,4.1,,-5.938921759
202,양평,2016-01-09,-2.4,-8.2,,5,,-4.312113474
202,양평,2016-01-10,0.4,-3.5,,4,,-0.626933116
202,양평,2016-01-11,-2.4,-6.5,,3.2,,-3.213554729
202,양평,2016-01-12,-5,-12.4,,3.2,,-6.071222936
202,양평,2016-01-13,-4,-10.2,0.4,5.1,,-6.180430695
202,양평,2016-01-14,-3.7,-11.1,,3.8,,-5.073454831
202,양평,2016-01-15,-2.2,-5.5,,2.6,,-2.511872263
202,양평,2016-01-16,-2.3,-7.1,,1.5,,-1.414597896
202,양평,2016-01-17,-0.1,-4.6,,1.6,,0.757102053
202,양평,2016-01-18,-4.9,-11.2,,8.4,,-8.63888029
202,양평,2016-01-19,-11.2,-13.4,,7.1,,-15.47571438
202,양평,2016-01-20,-11,-16.9,,3,,-12.47117469
202,양평,2016-01-21,-7.8,-12.6,,3.7,,-9.558123299
202,양평,2016-01-22,-7.5,-14.8,,3.3,,-8.904256891
202,양평,2016-01-23,-9.7,-14.2,,5.9,,-13.12189779
202,양평,2016-01-24,-13.5,-17,,4.2,,-16.30937063
202,양평,2016-01-25,-10.2,-17.8,,3.9,,-12.38365223
202,양평,2016-01-26,-6.6,-11.7,,2.4,,-7.071871267
202,양평,2016-01-27,-3.1,-9.2,,3.5,,-4.202090995
202,양평,2016-01-28,-2.5,-10.4,,1.9,,-2.13193307
202,양평,2016-01-29,1.7,-3.2,,3.1,,1.358049192
202,양평,2016-01-30,0.5,-5.9,,3.5,,-0.220489801
202,양평,2016-01-31,-2.5,-6.7,,3.6,,-3.606726669
202,양평,2016-02-01,-5,-9.1,,4,,-6.655833654
202,양평,2016-02-02,-6.3,-13.6,,3.2,,-7.500057039
202,양평,2016-02-03,-5.1,-13.4,,3.4,,-6.338369019
202,양평,2016-02-04,-1.3,-6.8,,3.9,,-2.46493956
202,양평,2016-02-05,-3.4,-10.1,,4,,-4.869492754
202,양평,2016-02-06,-3.4,-9.1,,3.6,,-4.604096831
202,양평,2016-02-07,-4.5,-12.3,,3.5,,-5.75049146
202,양평,2016-02-08,-0.4,-6.5,0.3,7.2,,-2.939251662
202,양평,2016-02-09,1.1,-3.9,,5.4,,-0.516781794
202,양평,2016-02-10,-0.4,-8,,3,,-0.872689412
202,양평,2016-02-11,4.8,-5.6,,3.4,,4.588839333
202,양평,2016-02-12,6.9,4.1,17,3.3,,6.956773115
202,양평,2016-02-13,10.3,6.4,5.5,4,,10.4260512
202,양평,2016-02-14,-0.6,-4.6,0.2,5.1,,-2.317752583
202,양평,2016-02-15,-4.8,-8.4,,5.8,,-7.447460841
202,양평,2016-02-16,-3,-7.4,0.4,6.2,,-5.561751559
202,양평,2016-02-17,-0.9,-8.1,,3.9,,-2.019154721
202,양평,2016-02-18,2.8,-4.3,,4.6,,1.762949078
202,양평,2016-02-19,2,-1,,4.4,,0.956514815
202,양평,2016-02-20,1.8,-3.6,,5.6,,0.200335233
202,양평,2016-02-21,-0.3,-6.2,,5,,-1.929760145
202,양평,2016-02-22,1,-2.8,,1.9,,1.581159265
202,양평,2016-02-23,1.5,-2.1,0.1,6.4,,-0.449357655
202,양평,2016-02-24,-1.8,-6.7,,4.6,,-3.424268819
202,양평,2016-02-25,-0.3,-8.5,,6.3,,-2.489661967
202,양평,2016-02-26,2.9,-3.8,,4.2,,2.064239419
202,양평,2016-02-27,2.1,-0.6,0.5,3.8,,1.378567018
202,양평,2016-02-28,0.9,-1.3,1,3.8,,0.043665946
202,양평,2016-02-29,-2.9,-4.6,,5.3,,-5.031051514
202,양평,2016-03-01,-2.8,-10.2,,4.2,,-4.321710415
202,양평,2016-03-02,1.5,-3.9,,4.2,,0.495760513
202,양평,2016-03-03,5.3,0.7,,3.4,,5.140718543
202,양평,2016-03-04,10.2,0.8,,4.2,,10.24273658
202,양평,2016-03-05,11.1,8.6,24.5,5.4,,10.89131232
202,양평,2016-03-06,8.9,3.1,,3.9,,8.902573833
202,양평,2016-03-07,6.2,1.2,,1.9,,7.09775359
202,양평,2016-03-08,4.6,1.2,,4.4,,3.879093985
202,양평,2016-03-09,2.5,-1,,5.3,,1.120944988
202,양평,2016-03-10,0.5,-2.6,,5.4,,-1.201267441
202,양평,2016-03-11,0.4,-5.5,,4.3,,-0.789820301
202,양평,2016-03-12,2,-5.4,,3.9,,1.212785361
202,양평,2016-03-13,3.2,0.2,,1.7,,4.112545126
202,양평,2016-03-14,3.9,-1.2,,3.9,,3.330263346
202,양평,2016-03-15,5.1,-4.2,,3.3,,4.974144364
202,양평,2016-03-16,7.2,1.2,,3.8,,7.051896575
202,양평,2016-03-17,7.7,-1.7,,2.8,,8.099155157
202,양평,2016-03-18,11.9,5.9,,2.5,,12.81391604
202,양평,2016-03-19,10.2,2.9,,4,,10.3144049
202,양평,2016-03-20,9.7,2.4,,3.6,,9.913179968
202,양평,2016-03-21,9.6,2.4,,3.8,,9.721698719
202,양평,2016-03-22,8.4,0.1,,4,,8.304771385
202,양평,2016-03-23,8.3,2.4,,4.5,,8.001262071
202,양평,2016-03-24,6.9,-0.6,,3.8,,6.718171307
202,양평,2016-03-25,5.4,-0.2,,3.4,,5.251094385
202,양평,2016-03-26,6,-1.9,,3.8,,5.716995502
202,양평,2016-03-27,6.7,-1.4,,4.8,,6.084805107
202,양평,2016-03-28,8.1,-1.6,,2.7,,8.590569117
202,양평,2016-03-29,10.8,2.7,,6.7,,10.2230843
202,양평,2016-03-30,11.2,4.7,,4.6,,11.23526002
202,양평,2016-03-31,11.6,1.7,,2.9,,12.30133581
202,양평,2016-04-01,14.2,3,,3.8,,14.8388195
202,양평,2016-04-02,14.6,4.7,,6.2,,14.72077108
202,양평,2016-04-03,10.7,8.3,0,3,,11.27289422
202,양평,2016-04-04,12.8,5.3,,3.6,,13.34856608
202,양평,2016-04-05,11.7,2.8,,4.2,,11.92324969
202,양평,2016-04-06,13.7,3.7,,4.9,,13.9773867
202,양평,2016-04-07,14.8,10.4,,4.5,,15.31947706
202,양평,2016-04-08,12.8,8.1,,5,,12.93158682
202,양평,2016-04-09,12.2,6,,2.6,,13.09048104
202,양평,2016-04-10,15.3,10,,5.5,,15.66228868
202,양평,2016-04-11,12.2,6.2,,4.4,,12.42201771
202,양평,2016-04-12,13.2,7.6,,5,,13.3853684
202,양평,2016-04-13,14.1,10.5,2.5,2.9,,15.03043491
202,양평,2016-04-14,13.9,8.6,,5,,14.17948618
202,양평,2016-04-15,14.7,5.7,,4.5,,15.20688914
202,양평,2016-04-16,14.4,6.5,29.5,5.7,,14.59157179
202,양평,2016-04-17,12.7,8.5,13.5,8.7,,12.05874274
202,양평,2016-04-18,11.6,4.7,6,5.9,,11.33518057
202,양평,2016-04-19,13,8.5,,3.8,,13.50391842
202,양평,2016-04-20,13.2,8.6,0.2,3.4,,13.86041006
202,양평,2016-04-21,14.1,10.4,20,4.1,,14.64005113
202,양평,2016-04-22,16.2,11.7,,5.6,,16.67163108
202,양평,2016-04-23,14.6,8.4,,4,,15.22684237
202,양평,2016-04-24,14.6,5.7,,2.6,,15.69087326
202,양평,2016-04-25,16.8,6.8,,3.6,,17.78132236
202,양평,2016-04-26,20.2,8.6,,3.9,,21.49599553
202,양평,2016-04-27,16.3,13.5,,4.6,,16.98630595
202,양평,2016-04-28,16.6,10.6,,3.1,,17.69862862
202,양평,2016-04-29,16.1,10.3,,4.8,,16.71728155
202,양평,2016-04-30,15.8,8.6,,6.4,,16.06885639
202,양평,2016-05-01,17.6,8.7,,5.2,,18.34120097
202,양평,2016-05-02,19.6,12.8,13,4.4,,20.74012766
202,양평,2016-05-03,14,9.7,37,8.5,,13.62587872
202,양평,2016-05-04,16.9,10.5,0.3,10.4,,16.83188979
202,양평,2016-05-05,17.2,7.4,5,3.1,,18.35663853
202,양평,2016-05-06,15.7,13.4,2,3.9,,16.4809161
202,양평,2016-05-07,16.4,10.3,,4.6,,17.09907156
